,Page,page_link,vote_link
3,106.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=106,https://congresovisible.uniandes.edu.co/votaciones/13868/
4,106.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=106,https://congresovisible.uniandes.edu.co/votaciones/13872/
0,107.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=107,https://congresovisible.uniandes.edu.co/votaciones/13874/
1,107.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=107,https://congresovisible.uniandes.edu.co/votaciones/13930/
2,107.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=107,https://congresovisible.uniandes.edu.co/votaciones/13931/
3,107.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=107,https://congresovisible.uniandes.edu.co/votaciones/13932/
4,107.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=107,https://congresovisible.uniandes.edu.co/votaciones/14115/
0,108.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=108,https://congresovisible.uniandes.edu.co/votaciones/14083/
1,108.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=108,https://congresovisible.uniandes.edu.co/votaciones/14082/
2,108.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=108,https://congresovisible.uniandes.edu.co/votaciones/14116/
3,108.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=108,https://congresovisible.uniandes.edu.co/votaciones/14110/
4,108.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=108,https://congresovisible.uniandes.edu.co/votaciones/14111/
0,109.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=109,https://congresovisible.uniandes.edu.co/votaciones/14112/
1,109.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=109,https://congresovisible.uniandes.edu.co/votaciones/14113/
2,109.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=109,https://congresovisible.uniandes.edu.co/votaciones/14114/
3,109.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=109,https://congresovisible.uniandes.edu.co/votaciones/14108/
4,109.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=109,https://congresovisible.uniandes.edu.co/votaciones/14109/
0,110.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=110,https://congresovisible.uniandes.edu.co/votaciones/13654/
1,110.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=110,https://congresovisible.uniandes.edu.co/votaciones/13657/
2,110.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=110,https://congresovisible.uniandes.edu.co/votaciones/14077/
3,110.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=110,https://congresovisible.uniandes.edu.co/votaciones/14067/
4,110.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=110,https://congresovisible.uniandes.edu.co/votaciones/14068/
0,111.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=111,https://congresovisible.uniandes.edu.co/votaciones/14069/
1,111.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=111,https://congresovisible.uniandes.edu.co/votaciones/14070/
2,111.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=111,https://congresovisible.uniandes.edu.co/votaciones/14071/
3,111.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=111,https://congresovisible.uniandes.edu.co/votaciones/14072/
4,111.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=111,https://congresovisible.uniandes.edu.co/votaciones/14073/
0,112.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=112,https://congresovisible.uniandes.edu.co/votaciones/14074/
1,112.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=112,https://congresovisible.uniandes.edu.co/votaciones/14075/
2,112.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=112,https://congresovisible.uniandes.edu.co/votaciones/14076/
3,112.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=112,https://congresovisible.uniandes.edu.co/votaciones/14078/
4,112.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=112,https://congresovisible.uniandes.edu.co/votaciones/14079/
0,113.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=113,https://congresovisible.uniandes.edu.co/votaciones/14080/
1,113.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=113,https://congresovisible.uniandes.edu.co/votaciones/14081/
2,113.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=113,https://congresovisible.uniandes.edu.co/votaciones/13689/
3,113.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=113,https://congresovisible.uniandes.edu.co/votaciones/13685/
4,113.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=113,https://congresovisible.uniandes.edu.co/votaciones/13687/
0,114.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=114,https://congresovisible.uniandes.edu.co/votaciones/13690/
1,114.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=114,https://congresovisible.uniandes.edu.co/votaciones/13691/
2,114.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=114,https://congresovisible.uniandes.edu.co/votaciones/13692/
3,114.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=114,https://congresovisible.uniandes.edu.co/votaciones/13693/
4,114.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=114,https://congresovisible.uniandes.edu.co/votaciones/13694/
0,115.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=115,https://congresovisible.uniandes.edu.co/votaciones/13697/
1,115.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=115,https://congresovisible.uniandes.edu.co/votaciones/13698/
2,115.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=115,https://congresovisible.uniandes.edu.co/votaciones/13699/
3,115.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=115,https://congresovisible.uniandes.edu.co/votaciones/13700/
4,115.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=115,https://congresovisible.uniandes.edu.co/votaciones/13701/
0,116.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=116,https://congresovisible.uniandes.edu.co/votaciones/13702/
1,116.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=116,https://congresovisible.uniandes.edu.co/votaciones/13703/
2,116.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=116,https://congresovisible.uniandes.edu.co/votaciones/13704/
3,116.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=116,https://congresovisible.uniandes.edu.co/votaciones/13705/
4,116.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=116,https://congresovisible.uniandes.edu.co/votaciones/13709/
0,117.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=117,https://congresovisible.uniandes.edu.co/votaciones/13710/
1,117.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=117,https://congresovisible.uniandes.edu.co/votaciones/13712/
2,117.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=117,https://congresovisible.uniandes.edu.co/votaciones/13713/
3,117.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=117,https://congresovisible.uniandes.edu.co/votaciones/13714/
4,117.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=117,https://congresovisible.uniandes.edu.co/votaciones/13715/
0,118.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=118,https://congresovisible.uniandes.edu.co/votaciones/13716/
1,118.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=118,https://congresovisible.uniandes.edu.co/votaciones/13717/
2,118.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=118,https://congresovisible.uniandes.edu.co/votaciones/13718/
3,118.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=118,https://congresovisible.uniandes.edu.co/votaciones/13719/
4,118.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=118,https://congresovisible.uniandes.edu.co/votaciones/13720/
0,119.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=119,https://congresovisible.uniandes.edu.co/votaciones/14101/
1,119.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=119,https://congresovisible.uniandes.edu.co/votaciones/14102/
2,119.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=119,https://congresovisible.uniandes.edu.co/votaciones/14103/
3,119.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=119,https://congresovisible.uniandes.edu.co/votaciones/14104/
4,119.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=119,https://congresovisible.uniandes.edu.co/votaciones/14105/
0,120.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=120,https://congresovisible.uniandes.edu.co/votaciones/14106/
1,120.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=120,https://congresovisible.uniandes.edu.co/votaciones/13682/
2,120.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=120,https://congresovisible.uniandes.edu.co/votaciones/13662/
3,120.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=120,https://congresovisible.uniandes.edu.co/votaciones/13677/
4,120.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=120,https://congresovisible.uniandes.edu.co/votaciones/14057/
0,121.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=121,https://congresovisible.uniandes.edu.co/votaciones/14058/
1,121.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=121,https://congresovisible.uniandes.edu.co/votaciones/14059/
2,121.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=121,https://congresovisible.uniandes.edu.co/votaciones/14061/
3,121.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=121,https://congresovisible.uniandes.edu.co/votaciones/14063/
4,121.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=121,https://congresovisible.uniandes.edu.co/votaciones/14064/
0,122.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=122,https://congresovisible.uniandes.edu.co/votaciones/14065/
1,122.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=122,https://congresovisible.uniandes.edu.co/votaciones/14066/
2,122.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=122,https://congresovisible.uniandes.edu.co/votaciones/14351/
3,122.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=122,https://congresovisible.uniandes.edu.co/votaciones/14352/
4,122.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=122,https://congresovisible.uniandes.edu.co/votaciones/14353/
0,123.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=123,https://congresovisible.uniandes.edu.co/votaciones/14354/
1,123.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=123,https://congresovisible.uniandes.edu.co/votaciones/13614/
2,123.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=123,https://congresovisible.uniandes.edu.co/votaciones/13616/
3,123.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=123,https://congresovisible.uniandes.edu.co/votaciones/13613/
4,123.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=123,https://congresovisible.uniandes.edu.co/votaciones/13611/
0,124.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=124,https://congresovisible.uniandes.edu.co/votaciones/13618/
1,124.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=124,https://congresovisible.uniandes.edu.co/votaciones/13496/
2,124.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=124,https://congresovisible.uniandes.edu.co/votaciones/13495/
3,124.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=124,https://congresovisible.uniandes.edu.co/votaciones/13497/
4,124.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=124,https://congresovisible.uniandes.edu.co/votaciones/13498/
0,125.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=125,https://congresovisible.uniandes.edu.co/votaciones/13529/
1,125.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=125,https://congresovisible.uniandes.edu.co/votaciones/13530/
2,125.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=125,https://congresovisible.uniandes.edu.co/votaciones/13531/
3,125.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=125,https://congresovisible.uniandes.edu.co/votaciones/13481/
4,125.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=125,https://congresovisible.uniandes.edu.co/votaciones/13482/
0,126.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=126,https://congresovisible.uniandes.edu.co/votaciones/13483/
1,126.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=126,https://congresovisible.uniandes.edu.co/votaciones/13485/
2,126.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=126,https://congresovisible.uniandes.edu.co/votaciones/13488/
3,126.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=126,https://congresovisible.uniandes.edu.co/votaciones/13491/
4,126.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=126,https://congresovisible.uniandes.edu.co/votaciones/13492/
0,127.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=127,https://congresovisible.uniandes.edu.co/votaciones/13493/
1,127.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=127,https://congresovisible.uniandes.edu.co/votaciones/13506/
2,127.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=127,https://congresovisible.uniandes.edu.co/votaciones/13507/
3,127.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=127,https://congresovisible.uniandes.edu.co/votaciones/13508/
4,127.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=127,https://congresovisible.uniandes.edu.co/votaciones/13509/
0,128.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=128,https://congresovisible.uniandes.edu.co/votaciones/13510/
1,128.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=128,https://congresovisible.uniandes.edu.co/votaciones/13511/
2,128.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=128,https://congresovisible.uniandes.edu.co/votaciones/13512/
3,128.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=128,https://congresovisible.uniandes.edu.co/votaciones/13513/
4,128.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=128,https://congresovisible.uniandes.edu.co/votaciones/13514/
0,129.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=129,https://congresovisible.uniandes.edu.co/votaciones/13515/
1,129.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=129,https://congresovisible.uniandes.edu.co/votaciones/13516/
2,129.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=129,https://congresovisible.uniandes.edu.co/votaciones/13517/
3,129.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=129,https://congresovisible.uniandes.edu.co/votaciones/13518/
4,129.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=129,https://congresovisible.uniandes.edu.co/votaciones/13519/
0,130.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=130,https://congresovisible.uniandes.edu.co/votaciones/13520/
1,130.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=130,https://congresovisible.uniandes.edu.co/votaciones/13521/
2,130.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=130,https://congresovisible.uniandes.edu.co/votaciones/13522/
3,130.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=130,https://congresovisible.uniandes.edu.co/votaciones/13523/
4,130.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=130,https://congresovisible.uniandes.edu.co/votaciones/13524/
0,131.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=131,https://congresovisible.uniandes.edu.co/votaciones/13525/
1,131.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=131,https://congresovisible.uniandes.edu.co/votaciones/13526/
2,131.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=131,https://congresovisible.uniandes.edu.co/votaciones/13527/
3,131.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=131,https://congresovisible.uniandes.edu.co/votaciones/13476/
4,131.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=131,https://congresovisible.uniandes.edu.co/votaciones/13477/
0,132.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=132,https://congresovisible.uniandes.edu.co/votaciones/13478/
1,132.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=132,https://congresovisible.uniandes.edu.co/votaciones/13479/
2,132.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=132,https://congresovisible.uniandes.edu.co/votaciones/13480/
3,132.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=132,https://congresovisible.uniandes.edu.co/votaciones/13484/
4,132.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=132,https://congresovisible.uniandes.edu.co/votaciones/13486/
0,133.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=133,https://congresovisible.uniandes.edu.co/votaciones/13487/
1,133.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=133,https://congresovisible.uniandes.edu.co/votaciones/13489/
2,133.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=133,https://congresovisible.uniandes.edu.co/votaciones/13490/
3,133.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=133,https://congresovisible.uniandes.edu.co/votaciones/13494/
4,133.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=133,https://congresovisible.uniandes.edu.co/votaciones/13474/
0,134.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=134,https://congresovisible.uniandes.edu.co/votaciones/13541/
1,134.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=134,https://congresovisible.uniandes.edu.co/votaciones/13500/
2,134.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=134,https://congresovisible.uniandes.edu.co/votaciones/13540/
3,134.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=134,https://congresovisible.uniandes.edu.co/votaciones/13499/
4,134.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=134,https://congresovisible.uniandes.edu.co/votaciones/13501/
0,135.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=135,https://congresovisible.uniandes.edu.co/votaciones/13502/
1,135.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=135,https://congresovisible.uniandes.edu.co/votaciones/13503/
2,135.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=135,https://congresovisible.uniandes.edu.co/votaciones/13504/
3,135.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=135,https://congresovisible.uniandes.edu.co/votaciones/13505/
4,135.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=135,https://congresovisible.uniandes.edu.co/votaciones/13538/
0,136.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=136,https://congresovisible.uniandes.edu.co/votaciones/13539/
1,136.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=136,https://congresovisible.uniandes.edu.co/votaciones/13546/
2,136.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=136,https://congresovisible.uniandes.edu.co/votaciones/13532/
3,136.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=136,https://congresovisible.uniandes.edu.co/votaciones/13533/
4,136.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=136,https://congresovisible.uniandes.edu.co/votaciones/13534/
0,137.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=137,https://congresovisible.uniandes.edu.co/votaciones/13535/
1,137.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=137,https://congresovisible.uniandes.edu.co/votaciones/13536/
2,137.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=137,https://congresovisible.uniandes.edu.co/votaciones/13542/
3,137.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=137,https://congresovisible.uniandes.edu.co/votaciones/13543/
4,137.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=137,https://congresovisible.uniandes.edu.co/votaciones/13544/
0,138.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=138,https://congresovisible.uniandes.edu.co/votaciones/13545/
1,138.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=138,https://congresovisible.uniandes.edu.co/votaciones/13547/
2,138.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=138,https://congresovisible.uniandes.edu.co/votaciones/13548/
3,138.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=138,https://congresovisible.uniandes.edu.co/votaciones/13549/
4,138.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=138,https://congresovisible.uniandes.edu.co/votaciones/13550/
0,139.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=139,https://congresovisible.uniandes.edu.co/votaciones/13551/
1,139.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=139,https://congresovisible.uniandes.edu.co/votaciones/13552/
2,139.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=139,https://congresovisible.uniandes.edu.co/votaciones/13553/
3,139.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=139,https://congresovisible.uniandes.edu.co/votaciones/13554/
4,139.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=139,https://congresovisible.uniandes.edu.co/votaciones/13555/
0,140.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=140,https://congresovisible.uniandes.edu.co/votaciones/13556/
1,140.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=140,https://congresovisible.uniandes.edu.co/votaciones/13557/
2,140.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=140,https://congresovisible.uniandes.edu.co/votaciones/13558/
3,140.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=140,https://congresovisible.uniandes.edu.co/votaciones/13559/
4,140.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=140,https://congresovisible.uniandes.edu.co/votaciones/13560/
0,141.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=141,https://congresovisible.uniandes.edu.co/votaciones/13561/
1,141.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=141,https://congresovisible.uniandes.edu.co/votaciones/13562/
2,141.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=141,https://congresovisible.uniandes.edu.co/votaciones/13563/
3,141.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=141,https://congresovisible.uniandes.edu.co/votaciones/13564/
4,141.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=141,https://congresovisible.uniandes.edu.co/votaciones/13565/
0,142.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=142,https://congresovisible.uniandes.edu.co/votaciones/13566/
1,142.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=142,https://congresovisible.uniandes.edu.co/votaciones/13567/
2,142.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=142,https://congresovisible.uniandes.edu.co/votaciones/13568/
3,142.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=142,https://congresovisible.uniandes.edu.co/votaciones/13569/
4,142.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=142,https://congresovisible.uniandes.edu.co/votaciones/13570/
0,143.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=143,https://congresovisible.uniandes.edu.co/votaciones/13571/
1,143.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=143,https://congresovisible.uniandes.edu.co/votaciones/13572/
